date,station,elevation_m,temperature,sr50_distance_m,sr50_height_m,snow_d_m
2020-10-07T10:00:00,xbev,2157,13.9,2.203,2.445,0.242
2020-10-07T11:00:00,xbev,2157,15.48,2.198,2.445,0.247
2020-10-07T12:00:00,xbev,2157,16.47,2.176,2.445,0.269
2020-10-07T13:00:00,xbev,2157,17.37,2.18,2.445,0.265
2020-10-07T14:00:00,xbev,2157,17.6,2.176,2.445,0.269
2020-10-07T15:00:00,xbev,2157,17.88,2.179,2.445,0.266
2020-10-07T16:00:00,xbev,2157,17.43,2.175,2.445,0.27
2020-10-07T17:00:00,xbev,2157,16.67,2.182,2.445,0.263
2020-10-07T18:00:00,xbev,2157,15.85,2.188,2.445,0.257
2020-10-07T19:00:00,xbev,2157,14.05,2.189,2.445,0.256
2020-10-07T20:00:00,xbev,2157,13.28,2.202,2.445,0.243
2020-10-07T21:00:00,xbev,2157,13.48,2.201,2.445,0.244
2020-10-07T22:00:00,xbev,2157,13.17,2.199,2.445,0.246
2020-10-07T23:00:00,xbev,2157,13.07,2.205,2.445,0.24
2020-10-08T00:00:00,xbev,2157,12.8,2.2,2.445,0.245
2020-10-08T01:00:00,xbev,2157,12.3,2.207,2.445,0.238
2020-10-08T02:00:00,xbev,2157,11.58,2.208,2.445,0.237
2020-10-08T03:00:00,xbev,2157,11.08,2.21,2.445,0.235
2020-10-08T04:00:00,xbev,2157,10.3,2.213,2.445,0.232
2020-10-08T05:00:00,xbev,2157,9.78,2.217,2.445,0.228
2020-10-08T06:00:00,xbev,2157,9.27,2.215,2.445,0.23
2020-10-08T07:00:00,xbev,2157,8.72,2.215,2.445,0.23
2020-10-08T08:00:00,xbev,2157,8.37,2.218,2.445,0.227
2020-10-08T09:00:00,xbev,2157,8.7,2.218,2.445,0.227
2020-10-08T10:00:00,xbev,2157,10.4,2.207,2.445,0.238
2020-10-08T11:00:00,xbev,2157,12.37,2.191,2.445,0.254
2020-10-08T12:00:00,xbev,2157,13.75,2.191,2.445,0.254
2020-10-08T13:00:00,xbev,2157,14.37,2.19,2.445,0.255
2020-10-08T14:00:00,xbev,2157,15.05,2.186,2.445,0.259
2020-10-08T15:00:00,xbev,2157,14.43,2.191,2.445,0.254
2020-10-08T16:00:00,xbev,2157,14,2.191,2.445,0.254
2020-10-08T17:00:00,xbev,2157,12.6,2.192,2.445,0.253
2020-10-08T18:00:00,xbev,2157,11.07,2.193,2.445,0.252
2020-10-08T19:00:00,xbev,2157,9.92,2.2,2.445,0.245
2020-10-08T20:00:00,xbev,2157,8.53,2.208,2.445,0.237
2020-10-08T21:00:00,xbev,2157,7.7,2.213,2.445,0.232
2020-10-08T22:00:00,xbev,2157,7.217,2.225,2.445,0.22
2020-10-08T23:00:00,xbev,2157,6.6,2.227,2.445,0.218
2020-10-09T00:00:00,xbev,2157,5.917,2.23,2.445,0.215
2020-10-09T01:00:00,xbev,2157,6.067,2.23,2.445,0.215
2020-10-09T02:00:00,xbev,2157,5.583,2.232,2.445,0.213
2020-10-09T03:00:00,xbev,2157,5.067,2.233,2.445,0.212
2020-10-09T04:00:00,xbev,2157,4.633,2.231,2.445,0.214
2020-10-09T05:00:00,xbev,2157,4.417,2.228,2.445,0.217
2020-10-09T06:00:00,xbev,2157,4.467,2.228,2.445,0.217
2020-10-09T07:00:00,xbev,2157,4.567,2.223,2.445,0.222
2020-10-09T08:00:00,xbev,2157,4.6,2.224,2.445,0.221
2020-10-09T09:00:00,xbev,2157,6.183,2.215,2.445,0.23
2020-10-09T10:00:00,xbev,2157,7.467,2.211,2.445,0.234
2020-10-09T11:00:00,xbev,2157,9.28,2.211,2.445,0.234
2020-10-09T12:00:00,xbev,2157,10.3,2.199,2.445,0.246
2020-10-09T13:00:00,xbev,2157,11.87,2.198,2.445,0.247
2020-10-09T14:00:00,xbev,2157,12.6,2.193,2.445,0.252
2020-10-09T15:00:00,xbev,2157,13.28,2.192,2.445,0.253
2020-10-09T16:00:00,xbev,2157,13.17,2.19,2.445,0.255
2020-10-09T17:00:00,xbev,2157,12.72,2.19,2.445,0.255
2020-10-09T18:00:00,xbev,2157,11.73,2.19,2.445,0.255
2020-10-09T19:00:00,xbev,2157,10.6,2.201,2.445,0.244
2020-10-09T20:00:00,xbev,2157,9.4,2.208,2.445,0.237
2020-10-09T21:00:00,xbev,2157,9.1,2.21,2.445,0.235
2020-10-09T22:00:00,xbev,2157,9.02,2.217,2.445,0.228
2020-10-09T23:00:00,xbev,2157,8.83,2.218,2.445,0.227
2020-10-10T00:00:00,xbev,2157,8.88,2.218,2.445,0.227
2020-10-10T01:00:00,xbev,2157,8.45,2.224,2.445,0.221
2020-10-10T02:00:00,xbev,2157,8.17,2.224,2.445,0.221
2020-10-10T03:00:00,xbev,2157,7.833,2.229,2.445,0.216
2020-10-10T04:00:00,xbev,2157,7.55,2.229,2.445,0.216
2020-10-10T05:00:00,xbev,2157,7.233,2.23,2.445,0.215
2020-10-10T06:00:00,xbev,2157,7.267,2.23,2.445,0.215
2020-10-10T07:00:00,xbev,2157,8.05,2.224,2.445,0.221
2020-10-10T08:00:00,xbev,2157,9.45,2.221,2.445,0.224
2020-10-10T09:00:00,xbev,2157,8.97,2.221,2.445,0.224
2020-10-10T10:00:00,xbev,2157,9.57,2.21,2.445,0.235
2020-10-10T11:00:00,xbev,2157,10.67,2.181,2.445,0.264
2020-10-10T12:00:00,xbev,2157,11.1,2.189,2.445,0.256
2020-10-10T13:00:00,xbev,2157,10.05,2.192,2.445,0.253
2020-10-10T14:00:00,xbev,2157,6.917,2.208,2.445,0.237
2020-10-10T15:00:00,xbev,2157,3.75,2.226,2.445,0.219
2020-10-10T16:00:00,xbev,2157,2.417,2.232,2.445,0.213
2020-10-10T17:00:00,xbev,2157,1.95,2.226,2.445,0.219
2020-10-10T18:00:00,xbev,2157,1.05,2.228,2.445,0.217
2020-10-10T19:00:00,xbev,2157,-0.05,2.262,2.445,0.183
2020-10-10T20:00:00,xbev,2157,-0.717,2.258,2.445,0.187
2020-10-10T21:00:00,xbev,2157,-1.217,2.255,2.445,0.19
2020-10-10T22:00:00,xbev,2157,-1.233,2.267,2.445,0.178
2020-10-10T23:00:00,xbev,2157,-1.383,1.874,2.445,0.571
2020-10-11T00:00:00,xbev,2157,-1.767,2.233,2.445,0.212
2020-10-11T01:00:00,xbev,2157,-2.117,2.199,2.445,0.246
2020-10-11T02:00:00,xbev,2157,-2.567,2.209,2.445,0.236
2020-10-11T03:00:00,xbev,2157,-3.317,2.231,2.445,0.214
2020-10-11T04:00:00,xbev,2157,-3.567,2.226,2.445,0.219
2020-10-11T05:00:00,xbev,2157,-3.567,2.223,2.445,0.222
2020-10-11T06:00:00,xbev,2157,-3.583,2.225,2.445,0.22
2020-10-11T07:00:00,xbev,2157,-3.733,2.228,2.445,0.217
2020-10-11T08:00:00,xbev,2157,-3.567,1.825,2.445,0.62
2020-10-11T09:00:00,xbev,2157,-3.45,2.171,2.445,0.274
2020-10-11T10:00:00,xbev,2157,-3.333,2.17,2.445,0.275
2020-10-11T11:00:00,xbev,2157,-3.1,2.174,2.445,0.271
2020-10-11T12:00:00,xbev,2157,-2.633,2.166,2.445,0.279
2020-10-11T13:00:00,xbev,2157,-2.483,2.166,2.445,0.279
2020-10-11T14:00:00,xbev,2157,-2.3,1.806,2.445,0.639
2020-10-11T15:00:00,xbev,2157,-2,2.168,2.445,0.277
2020-10-11T16:00:00,xbev,2157,-2.317,2.174,2.445,0.271
2020-10-11T17:00:00,xbev,2157,-2.1,1.819,2.445,0.626
2020-10-11T18:00:00,xbev,2157,-1.95,2.175,2.445,0.27
2020-10-11T19:00:00,xbev,2157,-1.867,2.173,2.445,0.272
2020-10-11T20:00:00,xbev,2157,-2.233,2.177,2.445,0.268
2020-10-11T21:00:00,xbev,2157,-2.117,2.176,2.445,0.269
2020-10-11T22:00:00,xbev,2157,-1.683,2.18,2.445,0.265
2020-10-11T23:00:00,xbev,2157,-1.6,2.166,2.445,0.279
2020-10-12T00:00:00,xbev,2157,-1.583,2.169,2.445,0.276
2020-10-12T01:00:00,xbev,2157,-1.567,2.152,2.445,0.293
2020-10-12T02:00:00,xbev,2157,-1.55,2.147,2.445,0.298
2020-10-12T03:00:00,xbev,2157,-1.55,2.113,2.445,0.332
2020-10-12T04:00:00,xbev,2157,-1.183,2.1,2.445,0.345
2020-10-12T05:00:00,xbev,2157,-0.65,2.074,2.445,0.371
2020-10-12T06:00:00,xbev,2157,0.017,2.063,2.445,0.382
2020-10-12T07:00:00,xbev,2157,0.55,2.058,2.445,0.387
2020-10-12T08:00:00,xbev,2157,0.567,2.054,2.445,0.391
2020-10-12T09:00:00,xbev,2157,0.367,2.059,2.445,0.386
2020-10-12T10:00:00,xbev,2157,0.017,2.061,2.445,0.384
2020-10-12T11:00:00,xbev,2157,-0.433,2.076,2.445,0.369
2020-10-12T12:00:00,xbev,2157,-0.35,2.079,2.445,0.366
2020-10-12T13:00:00,xbev,2157,-0.467,2.067,2.445,0.378
2020-10-12T14:00:00,xbev,2157,-0.317,2.065,2.445,0.38
2020-10-12T15:00:00,xbev,2157,-0.033,2.073,2.445,0.372
2020-10-12T16:00:00,xbev,2157,0.067,2.072,2.445,0.373
2020-10-12T17:00:00,xbev,2157,0.333,2.076,2.445,0.369
2020-10-12T18:00:00,xbev,2157,0.083,2.082,2.445,0.363
2020-10-12T19:00:00,xbev,2157,0.05,2.087,2.445,0.358
2020-10-12T20:00:00,xbev,2157,-0.167,2.084,2.445,0.361
2020-10-12T21:00:00,xbev,2157,-0.35,2.082,2.445,0.363
2020-10-12T22:00:00,xbev,2157,-0.55,2.098,2.445,0.347
2020-10-12T23:00:00,xbev,2157,-0.767,2.106,2.445,0.339
2020-10-13T00:00:00,xbev,2157,-1.383,2.111,2.445,0.334
2020-10-13T01:00:00,xbev,2157,-1.8,2.115,2.445,0.33
2020-10-13T02:00:00,xbev,2157,-2.217,2.116,2.445,0.329
2020-10-13T03:00:00,xbev,2157,-1.9,2.116,2.445,0.329
2020-10-13T04:00:00,xbev,2157,-1.6,2.116,2.445,0.329
2020-10-13T05:00:00,xbev,2157,-1.533,2.105,2.445,0.34
2020-10-13T06:00:00,xbev,2157,-1.183,2.108,2.445,0.337
2020-10-13T07:00:00,xbev,2157,-0.85,2.106,2.445,0.339
2020-10-13T08:00:00,xbev,2157,-0.2,2.11,2.445,0.335
2020-10-13T09:00:00,xbev,2157,-0.333,2.12,2.445,0.325
2020-10-13T10:00:00,xbev,2157,-0.833,2.093,2.445,0.352
2020-10-13T11:00:00,xbev,2157,-0.85,2.089,2.445,0.356
2020-10-13T12:00:00,xbev,2157,-0.833,2.066,2.445,0.379
2020-10-13T13:00:00,xbev,2157,-0.4,2.049,2.445,0.396
2020-10-13T14:00:00,xbev,2157,0,2.032,2.445,0.413
2020-10-13T15:00:00,xbev,2157,0.617,2.02,2.445,0.425
2020-10-13T16:00:00,xbev,2157,1.367,2.03,2.445,0.415
2020-10-13T17:00:00,xbev,2157,1.967,2.038,2.445,0.407
2020-10-13T18:00:00,xbev,2157,2.067,2.038,2.445,0.407
2020-10-13T19:00:00,xbev,2157,1.817,2.055,2.445,0.39
2020-10-13T20:00:00,xbev,2157,1.233,2.055,2.445,0.39
2020-10-13T21:00:00,xbev,2157,0.233,2.059,2.445,0.386
2020-10-13T22:00:00,xbev,2157,-0.267,2.062,2.445,0.383
2020-10-13T23:00:00,xbev,2157,-0.533,2.067,2.445,0.378
2020-10-14T00:00:00,xbev,2157,-1.05,2.069,2.445,0.376
2020-10-14T01:00:00,xbev,2157,-1.533,2.074,2.445,0.371
2020-10-14T02:00:00,xbev,2157,-1.767,2.078,2.445,0.367
2020-10-14T03:00:00,xbev,2157,-2,2.087,2.445,0.358
2020-10-14T04:00:00,xbev,2157,-2.55,2.093,2.445,0.352
2020-10-14T05:00:00,xbev,2157,-2.717,2.093,2.445,0.352
2020-10-14T06:00:00,xbev,2157,-2.833,2.076,2.445,0.369
2020-10-14T07:00:00,xbev,2157,-3.083,2.052,2.445,0.393
2020-10-14T08:00:00,xbev,2157,-3.233,2.056,2.445,0.389
2020-10-14T09:00:00,xbev,2157,-3.35,2.055,2.445,0.39
2020-10-14T10:00:00,xbev,2157,-3.3,2.053,2.445,0.392
2020-10-14T11:00:00,xbev,2157,-3.25,2.055,2.445,0.39
2020-10-14T12:00:00,xbev,2157,-3.267,2.05,2.445,0.395
2020-10-14T13:00:00,xbev,2157,-3.033,2.064,2.445,0.381
2020-10-14T14:00:00,xbev,2157,-2.917,2.043,2.445,0.402
2020-10-14T15:00:00,xbev,2157,-2.533,2.045,2.445,0.4
2020-10-14T16:00:00,xbev,2157,-2.667,2.05,2.445,0.395
2020-10-14T17:00:00,xbev,2157,-2.583,2.046,2.445,0.399
2020-10-14T18:00:00,xbev,2157,-2.45,2.045,2.445,0.4
2020-10-14T19:00:00,xbev,2157,-2.683,2.046,2.445,0.399
2020-10-14T20:00:00,xbev,2157,-2.883,2.046,2.445,0.399
2020-10-14T21:00:00,xbev,2157,-2.867,2.047,2.445,0.398
2020-10-14T22:00:00,xbev,2157,-2.8,2.047,2.445,0.398
2020-10-14T23:00:00,xbev,2157,-2.8,2.049,2.445,0.396
2020-10-15T00:00:00,xbev,2157,-2.95,2.041,2.445,0.404
2020-10-15T01:00:00,xbev,2157,-3,2.035,2.445,0.41
2020-10-15T02:00:00,xbev,2157,-3.1,2.024,2.445,0.421
2020-10-15T03:00:00,xbev,2157,-3.133,2.03,2.445,0.415
2020-10-15T04:00:00,xbev,2157,-3.183,2.033,2.445,0.412
2020-10-15T05:00:00,xbev,2157,-3.333,2.034,2.445,0.411
2020-10-15T06:00:00,xbev,2157,-3.4,2.041,2.445,0.404
2020-10-15T07:00:00,xbev,2157,-3.517,2.045,2.445,0.4
2020-10-15T08:00:00,xbev,2157,-3.55,2.036,2.445,0.409
2020-10-15T09:00:00,xbev,2157,-3.55,2.043,2.445,0.402
2020-10-15T10:00:00,xbev,2157,-3.633,2.03,2.445,0.415
2020-10-15T11:00:00,xbev,2157,-3.817,2.03,2.445,0.415
2020-10-15T12:00:00,xbev,2157,-3.517,2.031,2.445,0.414
2020-10-15T13:00:00,xbev,2157,-3.283,2.03,2.445,0.415
2020-10-15T14:00:00,xbev,2157,-2.95,2.031,2.445,0.414
2020-10-15T15:00:00,xbev,2157,-2.95,2.036,2.445,0.409
2020-10-15T16:00:00,xbev,2157,-3.083,2.039,2.445,0.406
2020-10-15T17:00:00,xbev,2157,-3.2,2.041,2.445,0.404
2020-10-15T18:00:00,xbev,2157,-3.15,2.041,2.445,0.404
2020-10-15T19:00:00,xbev,2157,-3.3,2.043,2.445,0.402
2020-10-15T20:00:00,xbev,2157,-3.617,2.045,2.445,0.4
2020-10-15T21:00:00,xbev,2157,-3.733,2.045,2.445,0.4
2020-10-15T22:00:00,xbev,2157,-4.083,2.047,2.445,0.398
2020-10-15T23:00:00,xbev,2157,-4.3,2.048,2.445,0.397
2020-10-16T00:00:00,xbev,2157,-4.217,2.048,2.445,0.397
2020-10-16T01:00:00,xbev,2157,-4,2.048,2.445,0.397
2020-10-16T02:00:00,xbev,2157,-3.833,2.047,2.445,0.398
2020-10-16T03:00:00,xbev,2157,-3.683,2.047,2.445,0.398
2020-10-16T04:00:00,xbev,2157,-3.417,2.047,2.445,0.398
2020-10-16T05:00:00,xbev,2157,-3.25,2.047,2.445,0.398
2020-10-16T06:00:00,xbev,2157,-3.133,2.048,2.445,0.397
2020-10-16T07:00:00,xbev,2157,-2.95,2.047,2.445,0.398
2020-10-16T08:00:00,xbev,2157,-2.6,2.047,2.445,0.398
2020-10-16T09:00:00,xbev,2157,-2.517,2.047,2.445,0.398
2020-10-16T10:00:00,xbev,2157,-1.633,2.044,2.445,0.401
2020-10-16T11:00:00,xbev,2157,0,2.039,2.445,0.406
2020-10-16T12:00:00,xbev,2157,0.833,2.039,2.445,0.406
2020-10-16T13:00:00,xbev,2157,1.083,2.042,2.445,0.403
2020-10-16T14:00:00,xbev,2157,1.267,2.046,2.445,0.399
2020-10-16T15:00:00,xbev,2157,1.4,2.05,2.445,0.395
2020-10-16T16:00:00,xbev,2157,2.35,2.053,2.445,0.392
2020-10-16T17:00:00,xbev,2157,3,2.059,2.445,0.386
2020-10-16T18:00:00,xbev,2157,2.95,2.063,2.445,0.382
2020-10-16T19:00:00,xbev,2157,3.133,2.069,2.445,0.376
2020-10-16T20:00:00,xbev,2157,3.017,2.072,2.445,0.373
2020-10-16T21:00:00,xbev,2157,3.133,2.076,2.445,0.369
2020-10-16T22:00:00,xbev,2157,3.083,2.084,2.445,0.361
2020-10-16T23:00:00,xbev,2157,3.1,2.09,2.445,0.355
2020-10-17T00:00:00,xbev,2157,2.833,2.09,2.445,0.355
2020-10-17T01:00:00,xbev,2157,2.75,2.095,2.445,0.35
2020-10-17T02:00:00,xbev,2157,2.75,2.099,2.445,0.346
2020-10-17T03:00:00,xbev,2157,2.417,2.105,2.445,0.34
2020-10-17T04:00:00,xbev,2157,2.25,2.109,2.445,0.336
2020-10-17T05:00:00,xbev,2157,2.05,2.111,2.445,0.334
2020-10-17T06:00:00,xbev,2157,1.783,2.115,2.445,0.33
2020-10-17T07:00:00,xbev,2157,1.567,2.119,2.445,0.326
2020-10-17T08:00:00,xbev,2157,1.483,2.122,2.445,0.323
2020-10-17T09:00:00,xbev,2157,1.283,2.123,2.445,0.322
2020-10-17T10:00:00,xbev,2157,1.083,2.125,2.445,0.32
2020-10-17T11:00:00,xbev,2157,1.017,2.125,2.445,0.32
2020-10-17T12:00:00,xbev,2157,0.633,2.125,2.445,0.32
2020-10-17T13:00:00,xbev,2157,0.6,2.125,2.445,0.32
2020-10-17T14:00:00,xbev,2157,0.483,2.127,2.445,0.318
2020-10-17T15:00:00,xbev,2157,0.533,2.13,2.445,0.315
2020-10-17T16:00:00,xbev,2157,0.317,2.132,2.445,0.313
2020-10-17T17:00:00,xbev,2157,0.017,2.133,2.445,0.312
2020-10-17T18:00:00,xbev,2157,0.05,2.136,2.445,0.309
2020-10-17T19:00:00,xbev,2157,-0.2,2.142,2.445,0.303
2020-10-17T20:00:00,xbev,2157,-0.15,2.131,2.445,0.314
2020-10-17T21:00:00,xbev,2157,-0.133,2.13,2.445,0.315
2020-10-17T22:00:00,xbev,2157,-0.2,2.132,2.445,0.313
2020-10-17T23:00:00,xbev,2157,-0.35,2.134,2.445,0.311
2020-10-18T00:00:00,xbev,2157,-0.533,2.135,2.445,0.31
2020-10-18T01:00:00,xbev,2157,-0.767,2.135,2.445,0.31
2020-10-18T02:00:00,xbev,2157,-1,2.138,2.445,0.307
2020-10-18T03:00:00,xbev,2157,-1.233,2.14,2.445,0.305
2020-10-18T04:00:00,xbev,2157,-1.333,2.141,2.445,0.304
2020-10-18T05:00:00,xbev,2157,-1.35,2.141,2.445,0.304
2020-10-18T06:00:00,xbev,2157,-1.583,2.133,2.445,0.312
2020-10-18T07:00:00,xbev,2157,-1.5,2.127,2.445,0.318
2020-10-18T08:00:00,xbev,2157,-1.65,2.119,2.445,0.326
2020-10-18T09:00:00,xbev,2157,-1.783,2.114,2.445,0.331
2020-10-18T10:00:00,xbev,2157,-1.75,2.11,2.445,0.335
2020-10-18T11:00:00,xbev,2157,-1.867,2.108,2.445,0.337
2020-10-18T12:00:00,xbev,2157,-1.817,2.106,2.445,0.339
2020-10-18T13:00:00,xbev,2157,-1.667,2.087,2.445,0.358
2020-10-18T14:00:00,xbev,2157,-1.517,2.085,2.445,0.36
2020-10-18T15:00:00,xbev,2157,-1.267,2.069,2.445,0.376
2020-10-18T16:00:00,xbev,2157,-1,2.067,2.445,0.378
2020-10-18T17:00:00,xbev,2157,-0.783,2.059,2.445,0.386
2020-10-18T18:00:00,xbev,2157,-0.233,2.053,2.445,0.392
2020-10-18T19:00:00,xbev,2157,0.3,2.053,2.445,0.392
2020-10-18T20:00:00,xbev,2157,0.95,2.057,2.445,0.388
2020-10-18T21:00:00,xbev,2157,1.35,2.059,2.445,0.386
2020-10-18T22:00:00,xbev,2157,0.9,2.059,2.445,0.386
2020-10-18T23:00:00,xbev,2157,0.583,2.064,2.445,0.381
2020-10-19T00:00:00,xbev,2157,1.8,2.059,2.445,0.386
2020-10-19T01:00:00,xbev,2157,2.033,2.061,2.445,0.384
2020-10-19T02:00:00,xbev,2157,2.05,2.067,2.445,0.378
2020-10-19T03:00:00,xbev,2157,2,2.077,2.445,0.368
2020-10-19T04:00:00,xbev,2157,1.933,2.083,2.445,0.362
2020-10-19T05:00:00,xbev,2157,1.667,2.089,2.445,0.356
2020-10-19T06:00:00,xbev,2157,1.383,2.096,2.445,0.349
2020-10-19T07:00:00,xbev,2157,1.2,2.096,2.445,0.349
2020-10-19T08:00:00,xbev,2157,0.9,2.096,2.445,0.349
2020-10-19T09:00:00,xbev,2157,0.717,2.095,2.445,0.35
2020-10-19T10:00:00,xbev,2157,0.5,2.094,2.445,0.351
2020-10-19T11:00:00,xbev,2157,0.217,2.099,2.445,0.346
2020-10-19T12:00:00,xbev,2157,0,2.095,2.445,0.35
2020-10-19T13:00:00,xbev,2157,-0.217,2.096,2.445,0.349
2020-10-19T14:00:00,xbev,2157,-0.383,2.097,2.445,0.348
2020-10-19T15:00:00,xbev,2157,-0.3,2.099,2.445,0.346
2020-10-19T16:00:00,xbev,2157,-0.033,2.092,2.445,0.353
2020-10-19T17:00:00,xbev,2157,0.3,2.088,2.445,0.357
2020-10-19T18:00:00,xbev,2157,0.583,2.087,2.445,0.358
2020-10-19T19:00:00,xbev,2157,0.867,2.085,2.445,0.36
2020-10-19T20:00:00,xbev,2157,0.85,2.085,2.445,0.36
2020-10-19T21:00:00,xbev,2157,0.567,2.087,2.445,0.358
2020-10-19T22:00:00,xbev,2157,0.2,2.093,2.445,0.352
2020-10-19T23:00:00,xbev,2157,0.017,2.093,2.445,0.352
2020-10-20T00:00:00,xbev,2157,-0.117,2.092,2.445,0.353
2020-10-20T01:00:00,xbev,2157,-0.267,2.081,2.445,0.364
2020-10-20T02:00:00,xbev,2157,-0.367,2.084,2.445,0.361
2020-10-20T03:00:00,xbev,2157,-0.75,2.078,2.445,0.367
2020-10-20T04:00:00,xbev,2157,-1.067,2.078,2.445,0.367
2020-10-20T05:00:00,xbev,2157,-1.35,2.083,2.445,0.362
2020-10-20T06:00:00,xbev,2157,-1.767,2.088,2.445,0.357
2020-10-20T07:00:00,xbev,2157,-1.95,2.083,2.445,0.362
2020-10-20T08:00:00,xbev,2157,-2.033,2.085,2.445,0.36
2020-10-20T09:00:00,xbev,2157,-2.117,2.084,2.445,0.361
2020-10-20T10:00:00,xbev,2157,-2.183,2.085,2.445,0.36
2020-10-20T11:00:00,xbev,2157,-2.283,2.088,2.445,0.357
2020-10-20T12:00:00,xbev,2157,-2.35,2.085,2.445,0.36
2020-10-20T13:00:00,xbev,2157,-2.217,2.088,2.445,0.357
2020-10-20T14:00:00,xbev,2157,-2.267,2.091,2.445,0.354
2020-10-20T15:00:00,xbev,2157,-1.983,2.086,2.445,0.359
2020-10-20T16:00:00,xbev,2157,-1.833,2.089,2.445,0.356
2020-10-20T17:00:00,xbev,2157,-1.85,2.09,2.445,0.355
2020-10-20T18:00:00,xbev,2157,-1.8,2.064,2.445,0.381
2020-10-20T19:00:00,xbev,2157,-2.067,2.063,2.445,0.382
2020-10-20T20:00:00,xbev,2157,-2.167,2.062,2.445,0.383
2020-10-20T21:00:00,xbev,2157,-2.383,2.067,2.445,0.378
2020-10-20T22:00:00,xbev,2157,-2.4,2.078,2.445,0.367
2020-10-20T23:00:00,xbev,2157,-2.467,2.074,2.445,0.371
2020-10-21T00:00:00,xbev,2157,-2.5,2.073,2.445,0.372
2020-10-21T01:00:00,xbev,2157,-2.367,2.077,2.445,0.368
2020-10-21T02:00:00,xbev,2157,-2.267,2.058,2.445,0.387
2020-10-21T03:00:00,xbev,2157,-2.317,2.06,2.445,0.385
2020-10-21T04:00:00,xbev,2157,-2.45,2.074,2.445,0.371
2020-10-21T05:00:00,xbev,2157,-2.967,2.076,2.445,0.369
2020-10-21T06:00:00,xbev,2157,-3.3,2.077,2.445,0.368
2020-10-21T07:00:00,xbev,2157,-3.183,2.073,2.445,0.372
2020-10-21T08:00:00,xbev,2157,-3.45,2.077,2.445,0.368
2020-10-21T09:00:00,xbev,2157,-4.133,2.079,2.445,0.366
2020-10-21T10:00:00,xbev,2157,-4.833,2.081,2.445,0.364
2020-10-21T11:00:00,xbev,2157,-4.633,2.079,2.445,0.366
2020-10-21T12:00:00,xbev,2157,-4.35,2.079,2.445,0.366
2020-10-21T13:00:00,xbev,2157,-4.383,2.076,2.445,0.369
2020-10-21T14:00:00,xbev,2157,-4.5,2.076,2.445,0.369
2020-10-21T15:00:00,xbev,2157,-4.117,2.072,2.445,0.373
2020-10-21T16:00:00,xbev,2157,-4.35,2.044,2.445,0.401
2020-10-21T17:00:00,xbev,2157,-5.35,1.96,2.445,0.485
2020-10-21T18:00:00,xbev,2157,-5.6,1.908,2.445,0.537
2020-10-21T19:00:00,xbev,2157,-5.767,1.904,2.445,0.541
2020-10-21T20:00:00,xbev,2157,-6.05,1.908,2.445,0.537
2020-10-21T21:00:00,xbev,2157,-6.217,1.891,2.445,0.554
2020-10-21T22:00:00,xbev,2157,-6.583,1.855,2.445,0.59
2020-10-21T23:00:00,xbev,2157,-7.033,1.859,2.445,0.586
2020-10-22T00:00:00,xbev,2157,-7.833,1.864,2.445,0.581
2020-10-22T01:00:00,xbev,2157,-8.48,1.871,2.445,0.574
2020-10-22T02:00:00,xbev,2157,-10,1.88,2.445,0.565
2020-10-22T03:00:00,xbev,2157,-10.5,1.895,2.445,0.55
2020-10-22T04:00:00,xbev,2157,-11.07,1.9,2.445,0.545
2020-10-22T05:00:00,xbev,2157,-11.47,1.903,2.445,0.542
2020-10-22T06:00:00,xbev,2157,-11.7,1.906,2.445,0.539
2020-10-22T07:00:00,xbev,2157,-11.82,1.9,2.445,0.545
2020-10-22T08:00:00,xbev,2157,-12.03,1.903,2.445,0.542
2020-10-22T09:00:00,xbev,2157,-11.9,1.903,2.445,0.542
2020-10-22T10:00:00,xbev,2157,-10.95,1.904,2.445,0.541
2020-10-22T11:00:00,xbev,2157,-9.62,1.908,2.445,0.537
2020-10-22T12:00:00,xbev,2157,-8.73,1.907,2.445,0.538
2020-10-22T13:00:00,xbev,2157,-7.6,1.906,2.445,0.539
2020-10-22T14:00:00,xbev,2157,-7.75,1.908,2.445,0.537
2020-10-22T15:00:00,xbev,2157,-7.733,1.912,2.445,0.533
2020-10-22T16:00:00,xbev,2157,-7.383,1.915,2.445,0.53
2020-10-22T17:00:00,xbev,2157,-7.283,1.918,2.445,0.527
2020-10-22T18:00:00,xbev,2157,-7.9,1.92,2.445,0.525
2020-10-22T19:00:00,xbev,2157,-8.37,1.924,2.445,0.521
2020-10-22T20:00:00,xbev,2157,-8.67,1.927,2.445,0.518
2020-10-22T21:00:00,xbev,2157,-9.07,1.932,2.445,0.513
2020-10-22T22:00:00,xbev,2157,-9.22,1.933,2.445,0.512
2020-10-22T23:00:00,xbev,2157,-9.28,1.935,2.445,0.51
2020-10-23T00:00:00,xbev,2157,-9.35,1.937,2.445,0.508
2020-10-23T01:00:00,xbev,2157,-9.78,1.94,2.445,0.505
2020-10-23T02:00:00,xbev,2157,-9.45,1.94,2.445,0.505
2020-10-23T03:00:00,xbev,2157,-10.12,1.945,2.445,0.5
2020-10-23T04:00:00,xbev,2157,-10.63,1.948,2.445,0.497
2020-10-23T05:00:00,xbev,2157,-10.7,1.95,2.445,0.495
2020-10-23T06:00:00,xbev,2157,-10.62,1.95,2.445,0.495
2020-10-23T07:00:00,xbev,2157,-10.42,1.95,2.445,0.495
