date,station,elevation_m,temperature,sr50_distance_m,sr50_height_m,snow_d_m
2021-04-24T18:00:00,xelk,2095,0.433,0.765,2.4,1.635
2021-04-24T19:00:00,xelk,2095,0.25,0.769,2.4,1.631
2021-04-24T20:00:00,xelk,2095,0.183,0.76,2.4,1.64
2021-04-24T21:00:00,xelk,2095,0.1,0.747,2.4,1.653
2021-04-24T22:00:00,xelk,2095,0.1,0.728,2.4,1.672
2021-04-24T23:00:00,xelk,2095,0.1,0.75,2.4,1.65
2021-04-25T00:00:00,xelk,2095,0.1,0.709,2.4,1.691
2021-04-25T01:00:00,xelk,2095,0.1,0.678,2.4,1.722
2021-04-25T02:00:00,xelk,2095,0.083,0.643,2.4,1.757
2021-04-25T03:00:00,xelk,2095,0.1,0.646,2.4,1.754
2021-04-25T04:00:00,xelk,2095,0,0.664,2.4,1.736
2021-04-25T05:00:00,xelk,2095,0,0.511,2.4,1.889
2021-04-25T06:00:00,xelk,2095,0.067,0.625,2.4,1.775
2021-04-25T07:00:00,xelk,2095,0.1,0.624,2.4,1.776
2021-04-25T08:00:00,xelk,2095,0.1,0.627,2.4,1.773
2021-04-25T09:00:00,xelk,2095,0.1,0.621,2.4,1.779
2021-04-25T10:00:00,xelk,2095,0.1,0.617,2.4,1.783
2021-04-25T11:00:00,xelk,2095,0.1,0.637,2.4,1.763
2021-04-25T12:00:00,xelk,2095,0.15,0.648,2.4,1.752
2021-04-25T13:00:00,xelk,2095,0.233,0.662,2.4,1.738
2021-04-25T14:00:00,xelk,2095,0.417,0.658,2.4,1.742
2021-04-25T15:00:00,xelk,2095,0.333,0.645,2.4,1.755
2021-04-25T16:00:00,xelk,2095,0.117,0.653,2.4,1.747
2021-04-25T17:00:00,xelk,2095,0.15,0.652,2.4,1.748
2021-04-25T18:00:00,xelk,2095,0.1,0.66,2.4,1.74
2021-04-25T19:00:00,xelk,2095,0.117,0.651,2.4,1.749
2021-04-25T20:00:00,xelk,2095,0.1,0.625,2.4,1.775
2021-04-25T21:00:00,xelk,2095,0.05,0.626,2.4,1.774
2021-04-25T22:00:00,xelk,2095,0,0.621,2.4,1.779
2021-04-25T23:00:00,xelk,2095,0.067,0.61,2.4,1.79
2021-04-26T00:00:00,xelk,2095,0.1,0.613,2.4,1.787
2021-04-26T01:00:00,xelk,2095,0.1,0.621,2.4,1.779
2021-04-26T02:00:00,xelk,2095,0.1,0.614,2.4,1.786
2021-04-26T03:00:00,xelk,2095,0.1,0.619,2.4,1.781
2021-04-26T04:00:00,xelk,2095,0.1,0.624,2.4,1.776
2021-04-26T05:00:00,xelk,2095,0.1,0.618,2.4,1.782
2021-04-26T06:00:00,xelk,2095,0.1,0.618,2.4,1.782
2021-04-26T07:00:00,xelk,2095,0.1,0.62,2.4,1.78
2021-04-26T08:00:00,xelk,2095,0.1,0.628,2.4,1.772
2021-04-26T09:00:00,xelk,2095,0.1,0.638,2.4,1.762
2021-04-26T10:00:00,xelk,2095,0.117,0.657,2.4,1.743
2021-04-26T11:00:00,xelk,2095,0.333,0.639,2.4,1.761
2021-04-26T12:00:00,xelk,2095,0.317,0.644,2.4,1.756
2021-04-26T13:00:00,xelk,2095,0.35,0.639,2.4,1.761
2021-04-26T14:00:00,xelk,2095,0.517,0.645,2.4,1.755
2021-04-26T15:00:00,xelk,2095,0.55,0.649,2.4,1.751
2021-04-26T16:00:00,xelk,2095,0.45,0.657,2.4,1.743
2021-04-26T17:00:00,xelk,2095,0.4,0.665,2.4,1.735
2021-04-26T18:00:00,xelk,2095,0.3,0.665,2.4,1.735
2021-04-26T19:00:00,xelk,2095,0.5,0.675,2.4,1.725
2021-04-26T20:00:00,xelk,2095,0.383,0.681,2.4,1.719
2021-04-26T21:00:00,xelk,2095,0.133,0.684,2.4,1.716
2021-04-26T22:00:00,xelk,2095,0.1,0.683,2.4,1.717
2021-04-26T23:00:00,xelk,2095,0.1,0.683,2.4,1.717
2021-04-27T00:00:00,xelk,2095,0.1,0.683,2.4,1.717
2021-04-27T01:00:00,xelk,2095,0.1,0.685,2.4,1.715
2021-04-27T02:00:00,xelk,2095,0.1,0.686,2.4,1.714
2021-04-27T03:00:00,xelk,2095,0.1,0.686,2.4,1.714
2021-04-27T04:00:00,xelk,2095,0.1,0.686,2.4,1.714
2021-04-27T05:00:00,xelk,2095,0,0.688,2.4,1.712
2021-04-27T06:00:00,xelk,2095,-0.183,0.686,2.4,1.714
2021-04-27T07:00:00,xelk,2095,-0.383,0.688,2.4,1.712
2021-04-27T08:00:00,xelk,2095,-0.55,0.688,2.4,1.712
2021-04-27T09:00:00,xelk,2095,-0.617,0.685,2.4,1.715
2021-04-27T10:00:00,xelk,2095,-0.35,0.687,2.4,1.713
2021-04-27T11:00:00,xelk,2095,0,0.684,2.4,1.716
2021-04-27T12:00:00,xelk,2095,0.233,0.681,2.4,1.719
2021-04-27T13:00:00,xelk,2095,0.333,0.675,2.4,1.725
2021-04-27T14:00:00,xelk,2095,0.767,0.671,2.4,1.729
2021-04-27T15:00:00,xelk,2095,1.15,0.671,2.4,1.729
2021-04-27T16:00:00,xelk,2095,1.083,0.669,2.4,1.731
2021-04-27T17:00:00,xelk,2095,1.017,0.672,2.4,1.728
2021-04-27T18:00:00,xelk,2095,0.8,0.676,2.4,1.724
2021-04-27T19:00:00,xelk,2095,0.617,0.679,2.4,1.721
2021-04-27T20:00:00,xelk,2095,0.55,0.681,2.4,1.719
2021-04-27T21:00:00,xelk,2095,0.25,0.682,2.4,1.718
2021-04-27T22:00:00,xelk,2095,0.1,0.685,2.4,1.715
2021-04-27T23:00:00,xelk,2095,0.1,0.687,2.4,1.713
2021-04-28T00:00:00,xelk,2095,0.1,0.688,2.4,1.712
2021-04-28T01:00:00,xelk,2095,0.1,0.687,2.4,1.713
2021-04-28T02:00:00,xelk,2095,0.1,0.686,2.4,1.714
2021-04-28T03:00:00,xelk,2095,0.033,0.688,2.4,1.712
2021-04-28T04:00:00,xelk,2095,-0.15,0.688,2.4,1.712
2021-04-28T05:00:00,xelk,2095,-0.4,0.69,2.4,1.71
2021-04-28T06:00:00,xelk,2095,-0.65,0.691,2.4,1.709
2021-04-28T07:00:00,xelk,2095,-0.867,0.69,2.4,1.71
2021-04-28T08:00:00,xelk,2095,-1.133,0.688,2.4,1.712
2021-04-28T09:00:00,xelk,2095,-1.117,0.686,2.4,1.714
2021-04-28T10:00:00,xelk,2095,-0.3,0.683,2.4,1.717
2021-04-28T11:00:00,xelk,2095,1,0.679,2.4,1.721
2021-04-28T12:00:00,xelk,2095,2.017,0.68,2.4,1.72
2021-04-28T13:00:00,xelk,2095,2.583,0.689,2.4,1.711
2021-04-28T14:00:00,xelk,2095,2.733,0.698,2.4,1.702
2021-04-28T15:00:00,xelk,2095,3.383,0.714,2.4,1.686
2021-04-28T16:00:00,xelk,2095,3.083,0.719,2.4,1.681
2021-04-28T17:00:00,xelk,2095,1.75,0.725,2.4,1.675
2021-04-28T18:00:00,xelk,2095,1.85,0.72,2.4,1.68
2021-04-28T19:00:00,xelk,2095,5.833,0.719,2.4,1.681
2021-04-28T20:00:00,xelk,2095,6.083,0.713,2.4,1.687
2021-04-28T21:00:00,xelk,2095,3.867,0.721,2.4,1.679
2021-04-28T22:00:00,xelk,2095,2.717,0.726,2.4,1.674
2021-04-28T23:00:00,xelk,2095,2.15,0.728,2.4,1.672
2021-04-29T00:00:00,xelk,2095,2.25,0.726,2.4,1.674
2021-04-29T01:00:00,xelk,2095,1.7,0.73,2.4,1.67
2021-04-29T02:00:00,xelk,2095,1.883,0.732,2.4,1.668
2021-04-29T03:00:00,xelk,2095,1.583,0.731,2.4,1.669
2021-04-29T04:00:00,xelk,2095,2.217,0.731,2.4,1.669
2021-04-29T05:00:00,xelk,2095,1.933,0.732,2.4,1.668
2021-04-29T06:00:00,xelk,2095,1.35,0.728,2.4,1.672
2021-04-29T07:00:00,xelk,2095,0.933,0.734,2.4,1.666
2021-04-29T08:00:00,xelk,2095,1.283,0.734,2.4,1.666
2021-04-29T09:00:00,xelk,2095,4.2,0.733,2.4,1.667
2021-04-29T10:00:00,xelk,2095,7.467,0.733,2.4,1.667
2021-04-29T11:00:00,xelk,2095,8.75,0.744,2.4,1.656
2021-04-29T12:00:00,xelk,2095,10.27,0.741,2.4,1.659
2021-04-29T13:00:00,xelk,2095,11.58,0.749,2.4,1.651
2021-04-29T14:00:00,xelk,2095,12.4,0.78,2.4,1.62
2021-04-29T15:00:00,xelk,2095,12.2,0.798,2.4,1.602
2021-04-29T16:00:00,xelk,2095,12.45,0.807,2.4,1.593
2021-04-29T17:00:00,xelk,2095,12.83,0.838,2.4,1.562
2021-04-29T18:00:00,xelk,2095,13.13,0.849,2.4,1.551
2021-04-29T19:00:00,xelk,2095,11.23,0.854,2.4,1.546
2021-04-29T20:00:00,xelk,2095,9.85,0.866,2.4,1.534
2021-04-29T21:00:00,xelk,2095,7.617,0.86,2.4,1.54
2021-04-29T22:00:00,xelk,2095,6.783,0.858,2.4,1.542
2021-04-29T23:00:00,xelk,2095,6.533,0.863,2.4,1.537
2021-04-30T00:00:00,xelk,2095,7.15,0.859,2.4,1.541
2021-04-30T01:00:00,xelk,2095,6.05,0.856,2.4,1.544
2021-04-30T02:00:00,xelk,2095,5.65,0.858,2.4,1.542
2021-04-30T03:00:00,xelk,2095,6.917,0.857,2.4,1.543
2021-04-30T04:00:00,xelk,2095,6.633,0.861,2.4,1.539
2021-04-30T05:00:00,xelk,2095,7.267,0.871,2.4,1.529
2021-04-30T06:00:00,xelk,2095,7.133,0.876,2.4,1.524
2021-04-30T07:00:00,xelk,2095,6.267,0.879,2.4,1.521
2021-04-30T08:00:00,xelk,2095,5.817,0.88,2.4,1.52
2021-04-30T09:00:00,xelk,2095,6.55,0.875,2.4,1.525
2021-04-30T10:00:00,xelk,2095,8.65,0.876,2.4,1.524
2021-04-30T11:00:00,xelk,2095,10.33,0.88,2.4,1.52
2021-04-30T12:00:00,xelk,2095,11.88,0.868,2.4,1.532
2021-04-30T13:00:00,xelk,2095,13.07,0.896,2.4,1.504
2021-04-30T14:00:00,xelk,2095,13.07,0.915,2.4,1.485
2021-04-30T15:00:00,xelk,2095,13.1,0.929,2.4,1.471
2021-04-30T16:00:00,xelk,2095,12.65,0.949,2.4,1.451
2021-04-30T17:00:00,xelk,2095,12.08,0.95,2.4,1.45
2021-04-30T18:00:00,xelk,2095,10.93,0.961,2.4,1.439
2021-04-30T19:00:00,xelk,2095,9.92,0.971,2.4,1.429
2021-04-30T20:00:00,xelk,2095,8.47,0.983,2.4,1.417
2021-04-30T21:00:00,xelk,2095,7.35,0.978,2.4,1.422
2021-04-30T22:00:00,xelk,2095,6.183,0.977,2.4,1.423
2021-04-30T23:00:00,xelk,2095,5.6,0.98,2.4,1.42
2021-05-01T00:00:00,xelk,2095,5.133,0.98,2.4,1.42
2021-05-01T01:00:00,xelk,2095,5.017,0.977,2.4,1.423
2021-05-01T02:00:00,xelk,2095,4.517,0.969,2.4,1.431
2021-05-01T03:00:00,xelk,2095,4.133,0.961,2.4,1.439
2021-05-01T04:00:00,xelk,2095,4.1,0.98,2.4,1.42
2021-05-01T05:00:00,xelk,2095,2.917,0.98,2.4,1.42
2021-05-01T06:00:00,xelk,2095,2.55,0.983,2.4,1.417
2021-05-01T07:00:00,xelk,2095,2.467,0.981,2.4,1.419
2021-05-01T08:00:00,xelk,2095,2.683,0.977,2.4,1.423
2021-05-01T09:00:00,xelk,2095,4.333,0.974,2.4,1.426
2021-05-01T10:00:00,xelk,2095,6.017,0.973,2.4,1.427
2021-05-01T11:00:00,xelk,2095,6.4,0.982,2.4,1.418
2021-05-01T12:00:00,xelk,2095,6.667,0.993,2.4,1.407
2021-05-01T13:00:00,xelk,2095,5.367,0.99,2.4,1.41
2021-05-01T14:00:00,xelk,2095,2.6,0.987,2.4,1.413
2021-05-01T15:00:00,xelk,2095,2.35,0.985,2.4,1.415
2021-05-01T16:00:00,xelk,2095,2.55,0.983,2.4,1.417
2021-05-01T17:00:00,xelk,2095,2.65,1.007,2.4,1.393
2021-05-01T18:00:00,xelk,2095,2.567,1.006,2.4,1.394
2021-05-01T19:00:00,xelk,2095,2.617,1.035,2.4,1.365
2021-05-01T20:00:00,xelk,2095,2.6,1.027,2.4,1.373
2021-05-01T21:00:00,xelk,2095,1.967,1.026,2.4,1.374
2021-05-01T22:00:00,xelk,2095,2.033,1.018,2.4,1.382
2021-05-01T23:00:00,xelk,2095,1.85,1.029,2.4,1.371
2021-05-02T00:00:00,xelk,2095,2.067,1.018,2.4,1.382
2021-05-02T01:00:00,xelk,2095,1.95,1.035,2.4,1.365
2021-05-02T02:00:00,xelk,2095,1.417,1.037,2.4,1.363
2021-05-02T03:00:00,xelk,2095,0.1,1.035,2.4,1.365
2021-05-02T04:00:00,xelk,2095,-0.7,1.022,2.4,1.378
2021-05-02T05:00:00,xelk,2095,-1.683,1.013,2.4,1.387
2021-05-02T06:00:00,xelk,2095,-2.2,1.013,2.4,1.387
2021-05-02T07:00:00,xelk,2095,-2.317,1.015,2.4,1.385
2021-05-02T08:00:00,xelk,2095,-2.383,1.02,2.4,1.38
2021-05-02T09:00:00,xelk,2095,-1.383,1.019,2.4,1.381
2021-05-02T10:00:00,xelk,2095,-0.7,1.022,2.4,1.378
2021-05-02T11:00:00,xelk,2095,-1.167,1.025,2.4,1.375
2021-05-02T12:00:00,xelk,2095,-1.117,1.025,2.4,1.375
2021-05-02T13:00:00,xelk,2095,-0.2,1.031,2.4,1.369
2021-05-02T14:00:00,xelk,2095,0.533,1.025,2.4,1.375
2021-05-02T15:00:00,xelk,2095,1.867,1.036,2.4,1.364
2021-05-02T16:00:00,xelk,2095,2.317,1.056,2.4,1.344
2021-05-02T17:00:00,xelk,2095,2.517,1.04,2.4,1.36
2021-05-02T18:00:00,xelk,2095,3.05,1.032,2.4,1.368
2021-05-02T19:00:00,xelk,2095,3.483,1.033,2.4,1.367
2021-05-02T20:00:00,xelk,2095,2.05,1.035,2.4,1.365
2021-05-02T21:00:00,xelk,2095,-0.217,1.036,2.4,1.364
2021-05-02T22:00:00,xelk,2095,-0.7,1.035,2.4,1.365
2021-05-02T23:00:00,xelk,2095,-0.583,1.034,2.4,1.366
2021-05-03T00:00:00,xelk,2095,-0.567,1.034,2.4,1.366
2021-05-03T01:00:00,xelk,2095,-0.75,1.034,2.4,1.366
2021-05-03T02:00:00,xelk,2095,-1.85,1.037,2.4,1.363
2021-05-03T03:00:00,xelk,2095,-3.217,1.037,2.4,1.363
2021-05-03T04:00:00,xelk,2095,-3.35,1.039,2.4,1.361
2021-05-03T05:00:00,xelk,2095,-3.783,1.039,2.4,1.361
2021-05-03T06:00:00,xelk,2095,-3.767,1.037,2.4,1.363
2021-05-03T07:00:00,xelk,2095,-2.65,1.04,2.4,1.36
2021-05-03T08:00:00,xelk,2095,-3.267,1.036,2.4,1.364
2021-05-03T09:00:00,xelk,2095,-1.383,1.035,2.4,1.365
2021-05-03T10:00:00,xelk,2095,0.383,1.033,2.4,1.367
2021-05-03T11:00:00,xelk,2095,0.883,1.033,2.4,1.367
2021-05-03T12:00:00,xelk,2095,3.717,1.036,2.4,1.364
2021-05-03T13:00:00,xelk,2095,5.15,1.026,2.4,1.374
2021-05-03T14:00:00,xelk,2095,4.25,1.03,2.4,1.37
2021-05-03T15:00:00,xelk,2095,4.517,1.024,2.4,1.376
2021-05-03T16:00:00,xelk,2095,4.55,1.024,2.4,1.376
2021-05-03T17:00:00,xelk,2095,5.3,1.044,2.4,1.356
2021-05-03T18:00:00,xelk,2095,5.65,1.048,2.4,1.352
2021-05-03T19:00:00,xelk,2095,5.533,1.047,2.4,1.353
2021-05-03T20:00:00,xelk,2095,4.267,1.049,2.4,1.351
2021-05-03T21:00:00,xelk,2095,2.967,1.05,2.4,1.35
2021-05-03T22:00:00,xelk,2095,2.183,1.048,2.4,1.352
2021-05-03T23:00:00,xelk,2095,2.317,1.051,2.4,1.349
2021-05-04T00:00:00,xelk,2095,1.95,1.056,2.4,1.344
2021-05-04T01:00:00,xelk,2095,1.283,1.057,2.4,1.343
2021-05-04T02:00:00,xelk,2095,1.067,1.059,2.4,1.341
2021-05-04T03:00:00,xelk,2095,0.15,1.058,2.4,1.342
2021-05-04T04:00:00,xelk,2095,0.467,1.059,2.4,1.341
2021-05-04T05:00:00,xelk,2095,0.7,1.059,2.4,1.341
2021-05-04T06:00:00,xelk,2095,0.75,1.06,2.4,1.34
2021-05-04T07:00:00,xelk,2095,0.133,1.058,2.4,1.342
2021-05-04T08:00:00,xelk,2095,0.667,1.057,2.4,1.343
2021-05-04T09:00:00,xelk,2095,1.183,1.058,2.4,1.342
2021-05-04T10:00:00,xelk,2095,1.183,1.058,2.4,1.342
2021-05-04T11:00:00,xelk,2095,1.3,1.059,2.4,1.341
2021-05-04T12:00:00,xelk,2095,1.5,1.066,2.4,1.334
2021-05-04T13:00:00,xelk,2095,2.6,1.053,2.4,1.347
2021-05-04T14:00:00,xelk,2095,4.317,1.077,2.4,1.323
2021-05-04T15:00:00,xelk,2095,4.75,1.087,2.4,1.313
2021-05-04T16:00:00,xelk,2095,3.6,1.08,2.4,1.32
2021-05-04T17:00:00,xelk,2095,3.833,1.101,2.4,1.299
2021-05-04T18:00:00,xelk,2095,3.617,1.111,2.4,1.289
2021-05-04T19:00:00,xelk,2095,3.15,1.109,2.4,1.291
2021-05-04T20:00:00,xelk,2095,2.9,1.114,2.4,1.286
2021-05-04T21:00:00,xelk,2095,2.267,1.119,2.4,1.281
2021-05-04T22:00:00,xelk,2095,1.117,1.121,2.4,1.279
2021-05-04T23:00:00,xelk,2095,0.483,1.121,2.4,1.279
2021-05-05T00:00:00,xelk,2095,0.233,1.119,2.4,1.281
2021-05-05T01:00:00,xelk,2095,0.15,1.114,2.4,1.286
2021-05-05T02:00:00,xelk,2095,-0.2,1.123,2.4,1.277
2021-05-05T03:00:00,xelk,2095,-0.55,1.1,2.4,1.3
2021-05-05T04:00:00,xelk,2095,-1.867,1.118,2.4,1.282
2021-05-05T05:00:00,xelk,2095,-2.283,1.115,2.4,1.285
2021-05-05T06:00:00,xelk,2095,-2.55,1.126,2.4,1.274
2021-05-05T07:00:00,xelk,2095,-2.833,1.099,2.4,1.301
2021-05-05T08:00:00,xelk,2095,-2.533,1.095,2.4,1.305
2021-05-05T09:00:00,xelk,2095,1.083,1.099,2.4,1.301
2021-05-05T10:00:00,xelk,2095,3.733,1.07,2.4,1.33
2021-05-05T11:00:00,xelk,2095,4.933,1.082,2.4,1.318
2021-05-05T12:00:00,xelk,2095,6.083,1.087,2.4,1.313
2021-05-05T13:00:00,xelk,2095,7.133,1.076,2.4,1.324
2021-05-05T14:00:00,xelk,2095,8.85,1.1,2.4,1.3
2021-05-05T15:00:00,xelk,2095,10.07,1.096,2.4,1.304
2021-05-05T16:00:00,xelk,2095,9.42,1.105,2.4,1.295
2021-05-05T17:00:00,xelk,2095,9.83,1.126,2.4,1.274
2021-05-05T18:00:00,xelk,2095,10.72,1.13,2.4,1.27
2021-05-05T19:00:00,xelk,2095,11.13,1.141,2.4,1.259
2021-05-05T20:00:00,xelk,2095,8.43,1.126,2.4,1.274
2021-05-05T21:00:00,xelk,2095,6.633,1.126,2.4,1.274
2021-05-05T22:00:00,xelk,2095,6.15,1.121,2.4,1.279
2021-05-05T23:00:00,xelk,2095,5.95,1.125,2.4,1.275
2021-05-06T00:00:00,xelk,2095,5.833,1.121,2.4,1.279
2021-05-06T01:00:00,xelk,2095,5.917,1.125,2.4,1.275
2021-05-06T02:00:00,xelk,2095,7,1.123,2.4,1.277
2021-05-06T03:00:00,xelk,2095,7.717,1.122,2.4,1.278
2021-05-06T04:00:00,xelk,2095,8.42,1.119,2.4,1.281
2021-05-06T05:00:00,xelk,2095,8.3,1.11,2.4,1.29
2021-05-06T06:00:00,xelk,2095,8.23,1.116,2.4,1.284
2021-05-06T07:00:00,xelk,2095,7.483,1.115,2.4,1.285
2021-05-06T08:00:00,xelk,2095,7.383,1.113,2.4,1.287
2021-05-06T09:00:00,xelk,2095,9.43,1.118,2.4,1.282
2021-05-06T10:00:00,xelk,2095,11.77,1.114,2.4,1.286
2021-05-06T11:00:00,xelk,2095,13.53,1.136,2.4,1.264
2021-05-06T12:00:00,xelk,2095,14.07,1.134,2.4,1.266
2021-05-06T13:00:00,xelk,2095,15.2,1.142,2.4,1.258
2021-05-06T14:00:00,xelk,2095,15.75,0.959,2.4,1.441
2021-05-06T15:00:00,xelk,2095,16.28,1.158,2.4,1.242
2021-05-06T16:00:00,xelk,2095,16.27,1.168,2.4,1.232
2021-05-06T17:00:00,xelk,2095,16.62,1.182,2.4,1.218
2021-05-06T18:00:00,xelk,2095,16.85,1.18,2.4,1.22
2021-05-06T19:00:00,xelk,2095,16.27,1.189,2.4,1.211
2021-05-06T20:00:00,xelk,2095,13.37,1.198,2.4,1.202
2021-05-06T21:00:00,xelk,2095,10.58,1.186,2.4,1.214
2021-05-06T22:00:00,xelk,2095,10.88,1.195,2.4,1.205
2021-05-06T23:00:00,xelk,2095,8.5,1.203,2.4,1.197
2021-05-07T00:00:00,xelk,2095,8.78,1.222,2.4,1.178
2021-05-07T01:00:00,xelk,2095,8.78,1.237,2.4,1.163
2021-05-07T02:00:00,xelk,2095,5.833,1.25,2.4,1.15
2021-05-07T03:00:00,xelk,2095,3.683,1.049,2.4,1.351
2021-05-07T04:00:00,xelk,2095,2.367,1.251,2.4,1.149
2021-05-07T05:00:00,xelk,2095,1.917,1.256,2.4,1.144
2021-05-07T06:00:00,xelk,2095,1.433,1.255,2.4,1.145
2021-05-07T07:00:00,xelk,2095,1,1.249,2.4,1.151
2021-05-07T08:00:00,xelk,2095,0.583,1.225,2.4,1.175
2021-05-07T09:00:00,xelk,2095,0.2,1.225,2.4,1.175
2021-05-07T10:00:00,xelk,2095,-0.083,1.208,2.4,1.192
2021-05-07T11:00:00,xelk,2095,-0.333,1.222,2.4,1.178
2021-05-07T12:00:00,xelk,2095,-1.033,1.238,2.4,1.162
2021-05-07T13:00:00,xelk,2095,-1.317,1.255,2.4,1.145
2021-05-07T14:00:00,xelk,2095,-1.517,1.248,2.4,1.152
2021-05-07T15:00:00,xelk,2095,-1.65,1.252,2.4,1.148
2021-05-07T16:00:00,xelk,2095,-2.317,1.253,2.4,1.147
2021-05-07T17:00:00,xelk,2095,-3.117,1.259,2.4,1.141
2021-05-07T18:00:00,xelk,2095,-2.933,1.317,2.4,1.083
2021-05-07T19:00:00,xelk,2095,-2.733,1.332,2.4,1.068
2021-05-07T20:00:00,xelk,2095,-2.65,1.34,2.4,1.06
2021-05-07T21:00:00,xelk,2095,-2.75,1.301,2.4,1.099
2021-05-07T22:00:00,xelk,2095,-3.433,1.289,2.4,1.111
2021-05-07T23:00:00,xelk,2095,-4.25,1.268,2.4,1.132
2021-05-08T00:00:00,xelk,2095,-4.567,1.25,2.4,1.15
2021-05-08T01:00:00,xelk,2095,-5.233,1.246,2.4,1.154
2021-05-08T02:00:00,xelk,2095,-5.283,1.225,2.4,1.175
2021-05-08T03:00:00,xelk,2095,-5.35,1.23,2.4,1.17
2021-05-08T04:00:00,xelk,2095,-5.35,1.214,2.4,1.186
2021-05-08T05:00:00,xelk,2095,-5.45,1.179,2.4,1.221
2021-05-08T06:00:00,xelk,2095,-5.517,1.158,2.4,1.242
2021-05-08T07:00:00,xelk,2095,-5.767,1.149,2.4,1.251
2021-05-08T08:00:00,xelk,2095,-5.9,1.146,2.4,1.254
2021-05-08T09:00:00,xelk,2095,-5.9,1.149,2.4,1.251
2021-05-08T10:00:00,xelk,2095,-5.55,1.153,2.4,1.247
2021-05-08T11:00:00,xelk,2095,-5.2,1.142,2.4,1.258
2021-05-08T12:00:00,xelk,2095,-4.917,1.124,2.4,1.276
2021-05-08T13:00:00,xelk,2095,-4.017,1.147,2.4,1.253
2021-05-08T14:00:00,xelk,2095,-3.433,1.145,2.4,1.255
2021-05-08T15:00:00,xelk,2095,-2.65,1.154,2.4,1.246
2021-05-08T16:00:00,xelk,2095,-2.35,1.13,2.4,1.27
2021-05-08T17:00:00,xelk,2095,-1.833,1.166,2.4,1.234
2021-05-08T18:00:00,xelk,2095,-1.883,1.177,2.4,1.223
2021-05-08T19:00:00,xelk,2095,-1.767,1.179,2.4,1.221
2021-05-08T20:00:00,xelk,2095,-2.433,1.181,2.4,1.219
2021-05-08T21:00:00,xelk,2095,-3.45,1.19,2.4,1.21
2021-05-08T22:00:00,xelk,2095,-5.417,1.188,2.4,1.212
2021-05-08T23:00:00,xelk,2095,-5.783,1.186,2.4,1.214
2021-05-09T00:00:00,xelk,2095,-6.7,1.186,2.4,1.214
2021-05-09T01:00:00,xelk,2095,-7.083,1.187,2.4,1.213
2021-05-09T02:00:00,xelk,2095,-7.117,1.187,2.4,1.213
2021-05-09T03:00:00,xelk,2095,-7.233,1.188,2.4,1.212
2021-05-09T04:00:00,xelk,2095,-6.783,1.188,2.4,1.212
2021-05-09T05:00:00,xelk,2095,-6.767,1.186,2.4,1.214
2021-05-09T06:00:00,xelk,2095,-6.7,1.185,2.4,1.215
2021-05-09T07:00:00,xelk,2095,-6.667,1.178,2.4,1.222
2021-05-09T08:00:00,xelk,2095,-5.433,1.17,2.4,1.23
2021-05-09T09:00:00,xelk,2095,-3.233,1.167,2.4,1.233
2021-05-09T10:00:00,xelk,2095,-1.433,1.162,2.4,1.238
2021-05-09T11:00:00,xelk,2095,-0.783,1.163,2.4,1.237
2021-05-09T12:00:00,xelk,2095,0.1,1.18,2.4,1.22
2021-05-09T13:00:00,xelk,2095,0.133,1.154,2.4,1.246
2021-05-09T14:00:00,xelk,2095,0.983,1.16,2.4,1.24
2021-05-09T15:00:00,xelk,2095,0.033,1.157,2.4,1.243
2021-05-09T16:00:00,xelk,2095,0.633,1.167,2.4,1.233
2021-05-09T17:00:00,xelk,2095,0.883,1.183,2.4,1.217
2021-05-09T18:00:00,xelk,2095,0.367,1.192,2.4,1.208
2021-05-09T19:00:00,xelk,2095,0.767,0.972,2.4,1.428
2021-05-09T20:00:00,xelk,2095,-0.45,1.217,2.4,1.183
2021-05-09T21:00:00,xelk,2095,-1.033,1.204,2.4,1.196
2021-05-09T22:00:00,xelk,2095,-2.233,0.977,2.4,1.423
2021-05-09T23:00:00,xelk,2095,-2.533,1.165,2.4,1.235
2021-05-10T00:00:00,xelk,2095,-3.017,1.163,2.4,1.237
2021-05-10T01:00:00,xelk,2095,-2.617,1.166,2.4,1.234
2021-05-10T02:00:00,xelk,2095,-3.25,1.167,2.4,1.233
2021-05-10T03:00:00,xelk,2095,-3.983,1.166,2.4,1.234
2021-05-10T04:00:00,xelk,2095,-4.283,1.168,2.4,1.232
2021-05-10T05:00:00,xelk,2095,-4.5,1.168,2.4,1.232
2021-05-10T06:00:00,xelk,2095,-5.067,1.171,2.4,1.229
2021-05-10T07:00:00,xelk,2095,-5.65,1.171,2.4,1.229
2021-05-10T08:00:00,xelk,2095,-5.45,1.168,2.4,1.232
2021-05-10T09:00:00,xelk,2095,-2.433,1.172,2.4,1.228
2021-05-10T10:00:00,xelk,2095,1.267,1.18,2.4,1.22
2021-05-10T11:00:00,xelk,2095,0.533,1.209,2.4,1.191
2021-05-10T12:00:00,xelk,2095,0.833,1.159,2.4,1.241
2021-05-10T13:00:00,xelk,2095,1.633,1.169,2.4,1.231
2021-05-10T14:00:00,xelk,2095,3.383,1.174,2.4,1.226
2021-05-10T15:00:00,xelk,2095,4.383,1.192,2.4,1.208
2021-05-10T16:00:00,xelk,2095,4.1,1.196,2.4,1.204
2021-05-10T17:00:00,xelk,2095,4.533,1.189,2.4,1.211
2021-05-10T18:00:00,xelk,2095,4.883,1.193,2.4,1.207
