License Year, Hunting District,Residency,Hunters,Days,Days per Hunter,success rate,Bulls,Cows,Total Harvest,Calves,Bow,Rifle,Spike Bull Elk,Less than 6 Points,6 or More Points,,year,hunter_days
2009,215,N,265,2127,8,0.072222222,26,10,38,2,10,28,0,25,2,,,
2009,215,R,1850,14125,8,0.072222222,175,202,403,27,21,382,0,123,52,,,
2009,215,SUM,2115,16252,8,0.072222222,201,212,441,28,31,410,0,148,53,,,
2009,216,N,45,336,8,0.072222222,0,1,1,0,0,1,0,0,0,,,
2009,216,R,386,2562,7,0.072222222,9,30,38,0,8,31,0,9,0,,,
2009,216,SUM,431,2898,7,0.072222222,9,31,40,0,8,32,0,9,0,,,
2009,240,N,201,1280,6,0.072222222,12,0,12,0,0,12,0,12,0,,,
2009,240,R,1286,8928,7,0.072222222,63,27,93,3,21,72,0,39,24,,,
2009,240,SUM,1487,10208,7,0.072222222,75,27,105,3,21,84,0,51,24,,,
2009,250,N,186,1348,7,0.072222222,9,3,12,0,0,12,0,3,6,,,
2009,250,R,1082,8638,8,0.072222222,61,46,111,3,25,85,1,42,18,,,
2009,250,SUM,1268,9986,8,0.072222222,70,49,122,3,25,97,1,45,24,,,
2009,260,N,34,330,10,0.072222222,3,0,3,0,0,3,0,3,0,,,
2009,260,R,302,2593,9,0.072222222,18,5,23,0,6,17,0,12,6,,,
2009,260,SUM,336,2924,9,0.072222222,21,5,26,0,6,20,0,15,6,,,
2009,261,N,84,635,8,0.072222222,0,0,0,0,0,0,0,0,0,,,
2009,261,R,623,5304,9,0.072222222,36,10,46,0,9,37,0,33,3,,,
2009,261,SUM,707,5939,8,0.072222222,36,10,46,0,9,37,0,33,3,,,
2009,270,N,294,1845,6,0.072222222,32,9,41,0,3,38,0,18,15,,,
2009,270,R,2644,19594,7,0.072222222,200,91,315,24,33,282,3,125,72,,,
2009,270,SUM,2938,21439,7,0.072222222,232,100,356,24,36,320,3,142,87,,,
2009,280,N,100,683,7,0.072222222,24,3,26,0,0,26,0,9,15,,,
2009,280,R,339,2222,7,0.072222222,11,12,29,6,9,20,3,5,3,,,
2009,280,SUM,439,2905,7,0.072222222,35,15,56,6,9,47,3,14,18,,,
2009,281,N,146,1018,7,0.072222222,15,4,19,0,3,16,0,6,9,,,
2009,281,R,1510,10767,7,0.072222222,59,71,142,12,14,128,0,41,18,,,
2009,281,SUM,1656,11785,7,0.072222222,74,75,160,12,17,144,0,47,27,,,
2009,282,N,7,46,7,0.072222222,0,0,0,0,0,0,0,0,0,,,
2009,282,R,248,1487,6,0.072222222,7,31,40,2,5,35,0,3,4,,,
2009,282,SUM,255,1533,6,0.072222222,7,31,40,2,5,35,0,3,4,,,
2009,283,N,152,984,7,0.072222222,0,7,10,3,0,10,0,0,0,,,
2009,283,R,1534,11431,8,0.072222222,33,79,119,6,3,115,0,28,5,,,
2009,283,SUM,1686,12415,7,0.072222222,33,86,129,9,3,125,0,28,5,,,
2009,284,N,11,164,15,0.072222222,0,0,0,0,0,0,0,0,0,,,
2009,284,R,73,529,7,0.072222222,3,0,3,0,0,3,0,3,0,,,
2009,284,SUM,83,693,8,0.072222222,3,0,3,0,0,3,0,3,0,,,
2009,285,N,176,1361,8,0.072222222,15,5,20,0,0,20,0,12,3,,,
2009,285,R,1806,14170,8,0.072222222,60,75,138,3,21,117,0,33,27,,,
2009,285,SUM,1982,15531,8,0.072222222,75,80,158,3,21,137,0,45,30,,,
2009,290,N,26,160,6,0.072222222,0,0,0,0,0,0,0,0,0,,,
2009,290,R,231,1335,6,0.072222222,0,37,37,0,11,26,0,0,0,,,
2009,290,SUM,256,1495,6,0.072222222,0,37,37,0,11,26,0,0,0,,,
2009,291,N,95,675,7,0.072222222,3,2,5,0,0,5,0,0,3,,,
2009,291,R,848,5668,7,0.072222222,83,47,134,4,9,125,0,53,30,,,
2009,291,SUM,943,6342,7,0.072222222,86,49,139,4,9,130,0,53,33,,,
2009,292,N,167,1465,9,0.072222222,0,4,4,0,0,4,0,0,0,,,
2009,292,R,1762,13713,8,0.072222222,106,175,289,8,20,269,0,76,30,,,
2009,292,SUM,1929,15178,8,0.072222222,106,179,293,8,20,273,0,76,30,,,
2009,293,N,184,1152,6,0.072222222,19,3,22,0,0,22,0,9,10,,,
2009,293,R,1698,11879,7,0.072222222,129,90,232,12,29,203,0,91,38,,,
2009,293,SUM,1882,13031,7,0.072222222,148,93,254,12,29,225,0,100,49,,,
2009,298,N,57,253,5,0.072222222,6,3,9,0,0,9,0,3,3,,,
2009,298,R,627,4015,6,0.072222222,29,98,135,8,3,132,0,26,3,,,
2009,298,SUM,684,4268,6,0.072222222,35,100,144,8,3,141,0,29,6,,,
2009,2XX,N,34,212,6,0.072222222,6,0,6,0,3,3,0,3,3,,,
2009,2XX,R,93,444,5,0.072222222,0,6,6,0,0,6,0,0,0,,,
2009,2XX,SUM,127,655,5,0.072222222,6,6,12,0,3,9,0,3,3,,,
2009,300,N,227,1028,5,0.072222222,24,53,87,11,6,81,3,15,6,,,
2009,300,R,1169,5646,5,0.072222222,84,166,277,27,29,248,30,33,18,,,
2009,300,SUM,1396,6673,5,0.072222222,108,219,364,37,35,329,33,48,24,,,
2009,301,N,127,559,4,0.072222222,8,12,20,0,11,9,0,0,8,,,
2009,301,R,997,7143,7,0.072222222,77,51,131,3,12,119,0,50,27,,,
2009,301,SUM,1123,7701,7,0.072222222,84,63,150,3,23,127,0,50,35,,,
2009,302,N,120,674,6,0.072222222,13,24,38,1,0,38,3,7,3,,,
2009,302,R,658,3324,5,0.072222222,39,85,133,9,0,133,0,33,6,,,
2009,302,SUM,778,3998,5,0.072222222,52,109,171,10,0,171,3,40,9,,,
2009,309,N,33,138,4,0.072222222,9,0,9,0,0,9,0,3,6,,,
2009,309,R,220,1908,9,0.072222222,0,18,18,0,3,15,0,0,0,,,
2009,309,SUM,253,2047,8,0.072222222,9,18,27,0,3,24,0,3,6,,,
2009,310,N,118,866,7,0.072222222,23,0,23,0,9,15,0,12,12,,,
2009,310,R,685,4154,6,0.072222222,70,23,94,0,15,79,0,35,35,,,
2009,310,SUM,804,5021,6,0.072222222,94,23,117,0,23,94,0,47,47,,,
2009,311,N,113,819,7,0.072222222,21,6,26,0,3,24,0,6,15,,,
2009,311,R,745,4165,6,0.072222222,45,86,149,18,0,149,0,15,30,,,
2009,311,SUM,858,4984,6,0.072222222,66,92,175,18,3,172,0,21,45,,,
2009,312,N,205,1078,5,0.072222222,74,9,82,0,6,76,0,18,56,,,
2009,312,R,1361,7624,6,0.072222222,121,149,276,6,6,270,0,68,53,,,
2009,312,SUM,1565,8702,6,0.072222222,194,158,358,6,12,347,0,85,109,,,
2009,313,N,253,1487,6,0.072222222,64,8,72,0,6,66,0,29,34,,,
2009,313,R,913,5398,6,0.072222222,59,89,155,6,9,146,6,25,28,,,
2009,313,SUM,1166,6885,6,0.072222222,123,97,226,6,15,212,6,54,63,,,
2009,314,N,306,1796,6,0.072222222,41,48,98,9,3,95,0,26,15,,,
2009,314,R,1631,9976,6,0.072222222,113,353,475,9,21,454,3,54,56,,,
2009,314,SUM,1937,11772,6,0.072222222,154,402,573,18,24,549,3,80,70,,,
2009,315,N,334,1883,6,0.072222222,68,52,137,18,12,126,3,41,24,,,
2009,315,R,1592,9075,6,0.072222222,78,258,380,44,18,362,0,48,27,,,
2009,315,SUM,1927,10958,6,0.072222222,145,311,517,62,30,488,3,89,51,,,
2009,316,N,37,229,6,0.072222222,12,0,12,0,3,9,0,12,0,,,
2009,316,R,146,821,6,0.072222222,9,13,23,0,3,20,0,6,3,,,
2009,316,SUM,183,1050,6,0.072222222,21,13,34,0,6,28,0,18,3,,,
2009,317,N,120,636,5,0.072222222,39,12,50,0,7,43,0,16,23,,,
2009,317,R,689,3536,5,0.072222222,39,150,192,3,6,186,0,21,18,,,
2009,317,SUM,809,4171,5,0.072222222,78,162,242,3,13,229,0,37,41,,,
2009,318,N,78,534,7,0.072222222,3,9,12,0,0,12,0,3,0,,,
2009,318,R,853,7559,9,0.072222222,99,63,168,7,15,153,3,84,11,,,
2009,318,SUM,931,8093,9,0.072222222,102,72,180,7,15,165,3,87,11,,,
2009,319,N,113,874,8,0.072222222,26,12,39,0,12,27,0,6,21,,,
2009,319,R,1205,8365,7,0.072222222,86,65,157,6,15,142,0,57,29,,,
2009,319,SUM,1318,9239,7,0.072222222,113,77,196,6,27,169,0,63,50,,,
2009,320,N,208,1240,6,0.072222222,47,26,76,2,12,64,0,26,21,,,
2009,320,R,1182,7331,6,0.072222222,84,130,255,41,17,238,3,57,24,,,
2009,320,SUM,1390,8570,6,0.072222222,131,157,331,43,29,302,3,84,45,,,
2009,321,N,232,1405,6,0.072222222,41,15,65,9,29,35,3,21,18,,,
2009,321,R,1594,9913,6,0.072222222,104,112,247,31,45,202,21,56,27,,,
2009,321,SUM,1826,11318,6,0.072222222,145,127,312,40,74,238,24,77,45,,,
2009,322,N,203,1272,6,0.072222222,29,45,78,3,9,69,0,15,12,,,
2009,322,R,1062,6373,6,0.072222222,42,103,159,15,9,150,6,21,15,,,
2009,322,SUM,1265,7645,6,0.072222222,71,148,237,18,18,219,6,35,27,,,
2009,323,N,186,936,5,0.072222222,23,19,42,0,5,37,0,20,3,,,
2009,323,R,1032,5519,5,0.072222222,56,63,119,0,12,107,0,39,17,,,
2009,323,SUM,1218,6455,5,0.072222222,78,82,160,0,17,143,0,59,20,,,
2009,324,N,218,1369,6,0.072222222,24,30,54,0,11,43,0,16,9,,,
2009,324,R,1252,7696,6,0.072222222,81,108,201,12,6,195,6,36,39,,,
2009,324,SUM,1470,9065,6,0.072222222,106,137,255,12,17,238,6,52,48,,,
2009,325,N,288,1570,6,0.072222222,26,35,62,0,6,56,0,21,6,,,
2009,325,R,1464,7372,5,0.072222222,84,139,256,33,6,250,0,54,30,,,
2009,325,SUM,1752,8943,5,0.072222222,111,174,317,33,12,306,0,75,36,,,
2009,326,N,75,498,7,0.072222222,12,6,21,3,6,15,3,3,6,,,
2009,326,R,399,2489,6,0.072222222,18,27,45,0,0,45,0,12,6,,,
2009,326,SUM,475,2987,6,0.072222222,30,33,66,3,6,60,3,15,12,,,
2009,327,N,179,1048,6,0.072222222,15,34,59,11,0,59,0,6,9,,,
2009,327,R,952,5050,5,0.072222222,35,77,127,15,0,127,0,17,18,,,
2009,327,SUM,1130,6097,5,0.072222222,50,111,186,25,0,186,0,23,27,,,
2009,328,N,120,664,6,0.072222222,18,7,28,3,4,24,9,9,0,,,
2009,328,R,710,4060,6,0.072222222,86,73,160,2,9,151,14,39,34,,,
2009,328,SUM,830,4723,6,0.072222222,104,80,188,5,13,175,22,48,34,,,
2009,329,N,167,1048,6,0.072222222,43,21,64,0,16,48,10,26,6,,,
2009,329,R,1286,6672,5,0.072222222,127,148,291,17,14,278,41,64,22,,,
2009,329,SUM,1453,7720,5,0.072222222,170,169,355,17,30,325,52,90,27,,,
2009,330,N,198,1149,6,0.072222222,11,27,41,3,3,38,0,11,0,,,
2009,330,R,862,5542,6,0.072222222,60,71,137,6,9,128,0,36,24,,,
2009,330,SUM,1059,6691,6,0.072222222,71,98,177,9,12,166,0,47,24,,,
2009,331,N,208,1241,6,0.072222222,17,9,29,3,6,23,3,9,6,,,
2009,331,R,1363,9356,7,0.072222222,87,103,208,19,17,191,18,49,20,,,
2009,331,SUM,1571,10597,7,0.072222222,104,111,237,21,23,214,20,58,26,,,
2009,332,N,116,832,7,0.072222222,35,15,50,0,3,47,13,19,3,,,
2009,332,R,983,5376,6,0.072222222,91,66,162,5,33,129,20,32,39,,,
2009,332,SUM,1100,6208,6,0.072222222,126,81,213,5,36,177,34,51,42,,,
2009,333,N,121,656,5,0.072222222,11,6,17,0,0,17,0,8,3,,,
2009,333,R,777,4706,6,0.072222222,78,33,123,12,3,120,3,60,15,,,
2009,333,SUM,898,5362,6,0.072222222,89,39,140,12,3,137,3,68,18,,,
2009,335,N,81,490,6,0.072222222,0,3,3,0,0,3,0,0,0,,,
2009,335,R,819,6092,7,0.072222222,34,46,82,2,3,79,2,21,11,,,
2009,335,SUM,900,6582,7,0.072222222,34,49,85,2,3,82,2,21,11,,,
2009,339,N,108,630,6,0.072222222,8,12,23,4,0,23,0,5,3,,,
2009,339,R,1080,7489,7,0.072222222,36,131,176,9,12,163,12,8,15,,,
2009,339,SUM,1187,8120,7,0.072222222,43,143,199,13,12,186,12,13,18,,,
2009,340,N,189,1311,7,0.072222222,16,4,21,1,3,18,0,12,5,,,
2009,340,R,1565,10353,7,0.072222222,126,139,275,10,30,245,0,98,29,,,
2009,340,SUM,1754,11664,7,0.072222222,142,143,296,11,33,263,0,109,33,,,
2009,341,N,34,214,6,0.072222222,6,0,6,0,0,6,0,6,0,,,
2009,341,R,495,3515,7,0.072222222,32,18,50,0,3,47,0,21,11,,,
2009,341,SUM,528,3729,7,0.072222222,38,18,56,0,3,53,0,27,11,,,
2009,343,N,124,893,7,0.072222222,9,6,17,3,0,17,0,9,0,,,
2009,343,R,1194,8519,7,0.072222222,78,110,202,14,18,184,6,48,24,,,
2009,343,SUM,1318,9412,7,0.072222222,87,115,219,17,18,201,6,57,24,,,
2009,350,N,83,709,9,0.072222222,0,2,2,0,0,2,0,0,0,,,
2009,350,R,867,6676,8,0.072222222,76,32,113,6,21,92,0,41,33,,,
2009,350,SUM,950,7384,8,0.072222222,76,33,114,6,21,93,0,41,33,,,
2009,360,N,403,2487,6,0.072222222,78,62,152,12,3,149,0,52,26,,,
2009,360,R,1976,10346,5,0.072222222,114,227,353,12,18,335,12,48,54,,,
2009,360,SUM,2379,12832,5,0.072222222,192,289,505,24,21,484,12,100,81,,,
2009,361,N,101,931,9,0.072222222,8,3,11,0,3,8,0,5,3,,,
2009,361,R,444,3289,7,0.072222222,20,25,46,2,6,40,0,11,9,,,
2009,361,SUM,546,4220,8,0.072222222,27,28,57,2,9,48,0,16,12,,,
2009,362,N,148,851,6,0.072222222,9,44,53,0,5,48,0,0,9,,,
2009,362,R,830,5544,7,0.072222222,42,106,151,3,12,139,3,18,21,,,
2009,362,SUM,978,6395,7,0.072222222,51,150,203,3,17,186,3,18,30,,,
2009,370,N,99,786,8,0.072222222,6,3,9,0,0,9,2,4,0,,,
2009,370,R,693,4842,7,0.072222222,63,41,103,0,6,97,3,48,12,,,
2009,370,SUM,792,5627,7,0.072222222,69,44,112,0,6,106,5,53,12,,,
2009,380,N,314,2289,7,0.072222222,24,7,31,0,7,24,7,7,10,,,
2009,380,R,3303,24091,7,0.072222222,259,307,607,41,25,582,173,23,63,,,
2009,380,SUM,3617,26379,7,0.072222222,282,315,638,41,32,606,180,30,72,,,
2009,388,N,13,37,3,0.072222222,3,0,3,0,0,3,0,3,0,,,
2009,388,R,134,907,7,0.072222222,12,8,20,0,6,14,0,9,3,,,
2009,388,SUM,147,943,6,0.072222222,15,8,23,0,6,17,0,12,3,,,
2009,390,N,66,334,5,0.072222222,18,5,22,0,6,17,0,3,15,,,
2009,390,R,704,3648,5,0.072222222,44,98,160,18,6,154,0,24,21,,,
2009,390,SUM,770,3982,5,0.072222222,62,103,183,18,12,171,0,27,35,,,
2009,391,N,172,901,5,0.072222222,69,3,72,0,14,58,0,44,25,,,
2009,391,R,1126,7695,7,0.072222222,130,92,234,12,21,213,3,63,64,,,
2009,391,SUM,1298,8596,7,0.072222222,199,95,306,12,35,271,3,107,89,,,
2009,392,N,191,1282,7,0.072222222,23,5,30,2,0,30,0,20,3,,,
2009,392,R,1670,12757,8,0.072222222,134,160,308,14,27,281,0,90,44,,,
2009,392,SUM,1860,14039,8,0.072222222,157,165,337,16,27,310,0,109,47,,,
2009,393,N,248,1350,6,0.072222222,76,21,97,0,6,91,0,32,44,,,
2009,393,R,1744,10009,6,0.072222222,137,202,374,36,21,353,3,92,38,,,
2009,393,SUM,1992,11359,6,0.072222222,213,222,471,36,27,444,3,125,82,,,
2009,3XX,N,74,424,6,0.072222222,34,8,42,0,6,36,6,15,14,,,
2009,3XX,R,261,1195,5,0.072222222,14,24,40,3,3,37,5,6,3,,,
2009,3XX,SUM,335,1620,5,0.072222222,48,32,82,3,9,73,10,21,17,,,
2009,400,N,9,33,4,0.072222222,0,0,0,0,0,0,0,0,0,,,
2009,400,R,101,769,8,0.072222222,0,0,5,5,2,3,0,0,0,,,
2009,400,SUM,110,802,7,0.072222222,0,0,5,5,2,3,0,0,0,,,
2009,401,N,37,188,5,0.072222222,7,0,7,0,2,5,0,3,4,,,
2009,401,R,339,2387,7,0.072222222,19,21,47,7,4,42,1,4,14,,,
2009,401,SUM,376,2574,7,0.072222222,26,21,54,7,6,47,1,7,18,,,
2009,403,N,2,9,4,0.072222222,3,0,3,0,0,3,0,3,0,,,
2009,403,R,12,49,4,0.072222222,0,0,0,0,0,0,0,0,0,,,
2009,403,SUM,15,58,4,0.072222222,3,0,3,0,0,3,0,3,0,,,
2009,404,N,41,197,5,0.072222222,6,3,9,0,3,6,0,3,3,,,
2009,404,R,170,996,6,0.072222222,9,6,15,0,0,15,0,6,3,,,
2009,404,SUM,211,1193,6,0.072222222,15,9,24,0,3,21,0,9,6,,,
2009,405,N,5,37,7,0.072222222,3,0,3,0,0,3,0,3,0,,,
2009,405,R,31,108,4,0.072222222,0,3,6,3,0,6,0,0,0,,,
2009,405,SUM,36,145,4,0.072222222,3,3,9,3,0,9,0,3,0,,,
2009,406,N,3,30,10,0.072222222,0,0,0,0,0,0,0,0,0,,,
2009,406,R,47,340,7,0.072222222,3,1,4,0,0,4,3,0,0,,,
2009,406,SUM,50,370,7,0.072222222,3,1,4,0,0,4,3,0,0,,,
2009,410,N,253,1831,7,0.072222222,49,6,55,0,42,13,4,10,35,,,
2009,410,R,1548,10631,7,0.072222222,153,107,263,3,125,138,12,47,95,,,
2009,410,SUM,1801,12462,7,0.072222222,202,113,318,3,167,151,16,57,129,,,
2009,411,N,153,890,6,0.072222222,26,12,41,4,29,12,2,7,16,,,
2009,411,R,1107,7375,7,0.072222222,115,73,197,9,52,145,10,29,75,,,
2009,411,SUM,1260,8265,7,0.072222222,140,85,238,13,81,157,13,36,91,,,
2009,412,N,56,270,5,0.072222222,18,5,23,0,10,13,0,10,8,,,
2009,412,R,353,2358,7,0.072222222,45,33,78,0,12,67,3,6,36,,,
2009,412,SUM,409,2627,6,0.072222222,63,38,101,0,22,79,3,16,44,,,
2009,413,N,84,457,5,0.072222222,6,3,8,0,0,8,0,6,0,,,
2009,413,R,722,4311,6,0.072222222,36,65,103,3,11,93,9,15,12,,,
2009,413,SUM,806,4768,6,0.072222222,42,67,112,3,11,101,9,21,12,,,
2009,415,N,12,64,5,0.072222222,0,0,0,0,0,0,0,0,0,,,
2009,415,R,214,1176,6,0.072222222,18,15,33,0,0,33,0,12,6,,,
2009,415,SUM,226,1240,6,0.072222222,18,15,33,0,0,33,0,12,6,,,
2009,416,N,248,1275,5,0.072222222,65,33,98,0,18,80,3,29,32,,,
2009,416,R,1317,7238,6,0.072222222,93,106,206,7,18,189,9,45,39,,,
2009,416,SUM,1565,8513,5,0.072222222,157,139,304,7,35,269,12,74,71,,,
2009,417,N,66,547,8,0.072222222,6,7,13,0,4,9,0,0,4,,,
2009,417,R,618,4105,7,0.072222222,58,79,142,5,12,130,3,12,43,,,
2009,417,SUM,683,4652,7,0.072222222,64,86,155,5,16,139,3,12,48,,,
2009,418,N,41,236,6,0.072222222,9,3,12,0,0,12,3,3,3,,,
2009,418,R,323,1723,5,0.072222222,15,21,36,0,3,33,3,6,6,,,
2009,418,SUM,364,1959,5,0.072222222,24,24,48,0,3,45,6,9,9,,,
2009,419,N,14,36,3,0.072222222,3,0,5,2,0,5,0,0,3,,,
2009,419,R,73,246,3,0.072222222,0,3,3,0,0,3,0,0,0,,,
2009,419,SUM,87,282,3,0.072222222,3,3,8,2,0,8,0,0,3,,,
2009,420,N,78,449,6,0.072222222,8,2,10,0,4,7,0,5,4,,,
2009,420,R,447,2714,6,0.072222222,45,40,89,4,12,76,5,20,20,,,
2009,420,SUM,525,3162,6,0.072222222,53,42,99,4,16,83,5,25,24,,,
2009,421,N,48,219,5,0.072222222,3,3,6,0,0,6,0,0,3,,,
2009,421,R,287,1826,6,0.072222222,36,53,98,9,6,92,6,21,9,,,
2009,421,SUM,335,2044,6,0.072222222,39,56,104,9,6,98,6,21,12,,,
2009,422,N,72,438,6,0.072222222,18,5,22,0,3,19,0,9,9,,,
2009,422,R,381,2042,5,0.072222222,41,29,80,10,5,75,3,24,14,,,
2009,422,SUM,453,2480,6,0.072222222,59,33,102,10,8,95,3,33,23,,,
2009,423,N,49,321,7,0.072222222,12,11,23,0,3,20,3,9,0,,,
2009,423,R,438,2615,6,0.072222222,21,30,51,0,0,51,0,12,9,,,
2009,423,SUM,487,2936,6,0.072222222,33,41,74,0,3,71,3,21,9,,,
2009,424,N,43,335,8,0.072222222,3,0,3,0,0,3,3,0,0,,,
2009,424,R,254,1273,5,0.072222222,15,3,18,0,6,12,0,6,9,,,
2009,424,SUM,297,1608,5,0.072222222,18,3,21,0,6,15,3,6,9,,,
2009,425,N,66,347,5,0.072222222,9,1,13,3,0,13,0,6,3,,,
2009,425,R,456,2210,5,0.072222222,6,49,57,3,10,48,0,3,3,,,
2009,425,SUM,522,2557,5,0.072222222,15,50,70,6,10,60,0,9,6,,,
2009,426,N,3,9,3,0.072222222,3,1,4,0,0,4,0,0,3,,,
2009,426,R,184,985,5,0.072222222,10,22,32,0,3,30,0,6,5,,,
2009,426,SUM,187,994,5,0.072222222,13,23,36,0,3,33,0,6,7,,,
2009,432,N,115,695,6,0.072222222,21,3,23,0,9,14,3,6,12,,,
2009,432,R,811,4120,5,0.072222222,61,54,117,3,18,99,17,38,6,,,
2009,432,SUM,926,4815,5,0.072222222,81,56,140,3,27,113,20,44,18,,,
2009,441,N,35,203,6,0.072222222,9,0,9,0,0,9,0,6,3,,,
2009,441,R,532,3253,6,0.072222222,25,69,96,2,7,88,3,12,10,,,
2009,441,SUM,568,3456,6,0.072222222,34,69,105,2,7,97,3,18,13,,,
2009,442,N,72,460,6,0.072222222,6,8,14,0,0,14,0,6,0,,,
2009,442,R,752,4641,6,0.072222222,50,48,106,8,0,106,0,26,24,,,
2009,442,SUM,824,5100,6,0.072222222,56,56,120,8,0,120,0,32,24,,,
2009,444,N,27,137,5,0.072222222,9,0,9,0,3,6,0,0,9,,,
2009,444,R,231,1311,6,0.072222222,15,12,27,0,0,27,0,12,3,,,
2009,444,SUM,258,1449,6,0.072222222,24,12,36,0,3,33,0,12,12,,,
2009,445,N,99,463,5,0.072222222,31,26,60,3,0,60,6,15,11,,,
2009,445,R,755,3316,4,0.072222222,69,139,220,12,15,205,0,28,42,,,
2009,445,SUM,853,3780,4,0.072222222,101,164,280,15,15,264,6,42,52,,,
2009,446,N,128,669,5,0.072222222,62,13,83,8,12,71,0,38,24,,,
2009,446,R,781,4539,6,0.072222222,75,101,203,27,18,185,0,48,27,,,
2009,446,SUM,909,5208,6,0.072222222,137,115,286,35,30,256,0,86,51,,,
2009,447,N,111,648,6,0.072222222,4,14,18,0,2,16,2,0,2,,,
2009,447,R,625,3368,5,0.072222222,61,56,132,15,24,108,6,20,36,,,
2009,447,SUM,735,4016,6,0.072222222,65,70,150,15,26,123,8,20,38,,,
2009,448,N,111,557,5,0.072222222,18,0,18,0,15,3,3,9,6,,,
2009,448,R,787,4200,5,0.072222222,47,33,80,0,6,73,18,8,21,,,
2009,448,SUM,899,4757,5,0.072222222,64,33,97,0,21,76,21,17,27,,,
2009,449,N,54,235,4,0.072222222,12,8,20,0,0,20,0,9,3,,,
2009,449,R,462,2164,5,0.072222222,39,60,99,0,6,93,6,27,6,,,
2009,449,SUM,517,2398,5,0.072222222,51,68,118,0,6,112,6,36,9,,,
2009,450,N,10,47,5,0.072222222,0,1,1,0,0,1,0,0,0,,,
2009,450,R,141,880,6,0.072222222,4,9,14,0,4,9,0,2,2,,,
2009,450,SUM,151,927,6,0.072222222,4,10,15,0,4,10,0,2,2,,,
2009,452,N,85,365,4,0.072222222,26,3,29,0,0,29,3,9,15,,,
2009,452,R,367,1578,4,0.072222222,33,48,90,9,15,75,3,21,9,,,
2009,452,SUM,452,1943,4,0.072222222,59,50,119,9,15,104,6,30,24,,,
2009,454,N,122,660,5,0.072222222,24,16,48,9,9,40,0,18,6,,,
2009,454,R,839,4870,6,0.072222222,41,67,114,6,2,112,6,32,3,,,
2009,454,SUM,961,5531,6,0.072222222,65,83,163,15,11,152,6,50,9,,,
2009,455,N,18,65,4,0.072222222,5,0,5,0,0,5,0,4,2,,,
2009,455,R,196,1017,5,0.072222222,56,17,76,2,6,69,0,10,45,,,
2009,455,SUM,214,1082,5,0.072222222,62,17,81,2,6,75,0,13,46,,,
2009,471,N,4,12,3,0.072222222,0,0,0,0,0,0,0,0,0,,,
2009,471,R,39,154,4,0.072222222,6,3,9,0,6,3,6,0,0,,,
2009,471,SUM,43,167,4,0.072222222,6,3,9,0,6,3,6,0,0,,,
2009,4XX,N,49,356,7,0.072222222,26,8,35,0,6,29,0,21,6,,,
2009,4XX,R,142,583,4,0.072222222,3,3,6,0,0,6,0,0,3,,,
2009,4XX,SUM,191,939,5,0.072222222,29,11,41,0,6,35,0,21,9,,,
2009,500,N,23,284,12,0.072222222,3,0,3,0,0,3,0,0,3,,,
2009,500,R,237,1538,7,0.072222222,20,6,26,0,17,9,0,8,12,,,
2009,500,SUM,260,1823,7,0.072222222,23,6,29,0,17,12,0,8,15,,,
2009,502,N,24,89,4,0.072222222,6,0,6,0,3,3,0,3,3,,,
2009,502,R,183,1224,7,0.072222222,9,12,21,0,4,17,0,0,9,,,
2009,502,SUM,207,1312,6,0.072222222,15,12,27,0,7,20,0,3,12,,,
2009,511,N,21,103,5,0.072222222,0,2,2,0,0,2,0,0,0,,,
2009,511,R,128,742,6,0.072222222,9,3,12,0,3,10,0,4,5,,,
2009,511,SUM,149,845,6,0.072222222,9,5,15,0,3,12,0,4,5,,,
2009,520,N,140,939,7,0.072222222,21,6,27,0,3,24,10,5,6,,,
2009,520,R,875,5254,6,0.072222222,52,54,111,5,6,105,8,29,15,,,
2009,520,SUM,1015,6193,6,0.072222222,73,60,138,5,9,129,18,34,21,,,
2009,530,N,52,284,5,0.072222222,2,15,17,0,2,15,0,0,2,,,
2009,530,R,344,1802,5,0.072222222,11,28,40,0,3,37,0,0,11,,,
2009,530,SUM,396,2086,5,0.072222222,14,43,57,0,5,51,0,0,14,,,
2009,540,N,77,386,5,0.072222222,21,0,24,3,0,24,15,6,0,,,
2009,540,R,693,4037,6,0.072222222,48,42,95,5,6,89,21,21,6,,,
2009,540,SUM,770,4423,6,0.072222222,69,42,119,8,6,113,36,27,6,,,
2009,560,N,135,754,6,0.072222222,32,18,53,3,3,50,0,9,24,,,
2009,560,R,718,4037,6,0.072222222,89,111,203,3,5,198,27,35,27,,,
2009,560,SUM,853,4791,6,0.072222222,121,129,256,6,8,248,27,44,51,,,
2009,570,N,37,188,5,0.072222222,3,0,3,0,0,3,0,3,0,,,
2009,570,R,253,1208,5,0.072222222,32,33,65,0,4,61,3,10,19,,,
2009,570,SUM,290,1396,5,0.072222222,35,33,68,0,4,64,3,13,19,,,
2009,575,N,43,202,5,0.072222222,0,0,0,0,0,0,0,0,0,,,
2009,575,R,454,2774,6,0.072222222,23,31,57,3,2,55,6,6,11,,,
2009,575,SUM,497,2975,6,0.072222222,23,31,57,3,2,55,6,6,11,,,
2009,580,N,143,736,5,0.072222222,46,15,62,2,13,49,3,19,24,,,
2009,580,R,1067,5557,5,0.072222222,130,155,308,23,28,280,19,52,59,,,
2009,580,SUM,1210,6293,5,0.072222222,176,170,370,25,41,329,22,71,83,,,
2009,590,N,198,1479,8,0.072222222,60,23,86,3,35,50,5,16,39,,,
